target,origin,weight
Croatia,Spain,40
Croatia,Sweden,17
Croatia,Switzerland,23
Croatia,Taiwan,10
Croatia,Thailand,1
Croatia,Tunisia,3
Croatia,Turkey,17
Croatia,Uganda,2
Croatia,Ukraine,6
Croatia,United Arab Emirates,4
Croatia,United Kingdom,58
Croatia,United States,123
Croatia,Vietnam,3
Cuba,Denmark,1
Cuba,Ecuador,16
Cuba,France,6
Cuba,Germany,9
Cuba,India,1
Cuba,Italy,40
Cuba,Jamaica,1
Cuba,Japan,63
Cuba,Kenya,1
Cuba,Mexico,28
Cuba,Nepal,1
Cuba,Netherlands,2
Cuba,Nigeria,1
Cuba,Panama,1
Cuba,Peru,2
Cuba,Poland,1
Cuba,Portugal,9
Cuba,Russia,2
Cuba,Saudi Arabia,3
Cuba,Singapore,1
Cuba,Slovakia,2
Cuba,Spain,102
Cuba,Sweden,4
Cuba,Switzerland,4
Cuba,Tanzania,1
Cuba,United Arab Emirates,1
Cuba,United Kingdom,9
Cuba,United States,26
Cuba,Venezuela,2
Cuba,Vietnam,3
Curacao,Germany,2
Curacao,India,1
Curacao,Japan,1
Curacao,Netherlands,2
Curacao,Saudi Arabia,1
Curacao,United States,1
Cyprus,Czechia,14
Cyprus,Denmark,9
Cyprus,Egypt,1
Cyprus,Estonia,7
Cyprus,Ethiopia,2
Cyprus,Finland,13
Cyprus,France,26
Cyprus,Georgia,2
Cyprus,Germany,34
Cyprus,Greece,170
Cyprus,Hungary,6
Cyprus,India,90
Cyprus,Iran,115
Cyprus,Iraq,10
Cyprus,Ireland,14
Cyprus,Israel,15
Cyprus,Italy,60
Cyprus,Japan,27
Cyprus,Jordan,6
Cyprus,Kuwait,1
Cyprus,Kyrgyzstan,1
Cyprus,Latvia,2
Cyprus,Lebanon,7
Cyprus,Luxembourg,2
Cyprus,Malaysia,19
Cyprus,Malta,4
Cyprus,Mexico,2
Cyprus,Montenegro,16
Cyprus,Morocco,1
Cyprus,Netherlands,17
Cyprus,New Zealand,3
Cyprus,Nigeria,26
Cyprus,North Macedonia,1
Cyprus,Norway,9
Cyprus,Pakistan,24
Cyprus,Poland,19
Cyprus,Portugal,13
Cyprus,Qatar,4
Cyprus,Reunion,1
Cyprus,Romania,11
Cyprus,Russia,9
Cyprus,Saudi Arabia,17
Cyprus,Senegal,2
Cyprus,Serbia,10
Cyprus,Singapore,8
Cyprus,Slovenia,5
Cyprus,South Africa,9
Cyprus,South Korea,22
Cyprus,Spain,41
Cyprus,Sri Lanka,1
Cyprus,Sweden,15
Cyprus,Switzerland,24
Cyprus,Taiwan,6
Cyprus,Thailand,2
Cyprus,Turkey,70
Cyprus,Ukraine,1
Cyprus,United Arab Emirates,8
Cyprus,United Kingdom,234
Cyprus,United States,244
Cyprus,Uruguay,1
Cyprus,Uzbekistan,1
Cyprus,Vietnam,14
Cyprus,Yemen,2
Czechia,Denmark,76
Czechia,Egypt,32
Czechia,Estonia,7
Czechia,Ethiopia,6
Czechia,Fiji,2
Czechia,Finland,72
Czechia,France,174
Czechia,Gabon,2
Czechia,Georgia,1
Czechia,Germany,358
Czechia,Greece,70
Czechia,Hungary,36
Czechia,Iceland,3
Czechia,India,182
Czechia,Indonesia,5
Czechia,Iran,57
Czechia,Iraq,7
Czechia,Ireland,29
Czechia,Israel,34
Czechia,Italy,196
Czechia,Japan,92
Czechia,Jordan,2
Czechia,Kazakhstan,1
Czechia,Kenya,3
Czechia,Kuwait,4
Czechia,Laos,2
Czechia,Latvia,2
Czechia,Lebanon,2
Czechia,Libya,1
Czechia,Liechtenstein,1
Czechia,Lithuania,6
Czechia,Luxembourg,9
Czechia,Madagascar,1
Czechia,Malaysia,72
Czechia,Mali,2
Czechia,Malta,3
Czechia,Mexico,19
Czechia,Moldova,1
Czechia,Mongolia,2
Czechia,Montenegro,4
Czechia,Morocco,10
Czechia,Mozambique,1
Czechia,Myanmar,1
Czechia,Nepal,4
Czechia,Netherlands,111
Czechia,New Zealand,10
Czechia,Nigeria,5
Czechia,North Macedonia,4
Czechia,Norway,40
Czechia,Oman,3
Czechia,Pakistan,22
Czechia,Palestinian Territory,6
Czechia,Peru,4
Czechia,Philippines,3
Czechia,Poland,163
Czechia,Portugal,45
Czechia,Qatar,1
Czechia,Romania,33
Czechia,Russia,203
Czechia,Saudi Arabia,14
Czechia,Serbia,31
Czechia,Singapore,35
Czechia,Slovakia,126
Czechia,Slovenia,31
Czechia,South Africa,19
Czechia,South Korea,23
Czechia,Spain,213
Czechia,Sri Lanka,1
Czechia,Sudan,26
Czechia,Sweden,62
Czechia,Switzerland,98
Czechia,Taiwan,30
Czechia,Tanzania,1
Czechia,Thailand,4
Czechia,Tunisia,20
Czechia,Turkey,34
Czechia,Ukraine,30
Czechia,United Arab Emirates,8
Czechia,United Kingdom,363
Czechia,United States,735
Czechia,Uruguay,4
Czechia,Uzbekistan,2
Czechia,Vietnam,33
Czechia,Yemen,2
Czechia,Zimbabwe,2
Democratic Republic of the Congo,Egypt,1
Democratic Republic of the Congo,France,1
Democratic Republic of the Congo,Germany,1
Democratic Republic of the Congo,Ghana,1
Democratic Republic of the Congo,India,2
Democratic Republic of the Congo,Kenya,1
Democratic Republic of the Congo,Luxembourg,1
Democratic Republic of the Congo,Malaysia,1
Democratic Republic of the Congo,Netherlands,1
Democratic Republic of the Congo,Pakistan,1
Democratic Republic of the Congo,Philippines,1
Democratic Republic of the Congo,Senegal,1
Democratic Republic of the Congo,South Africa,2
Democratic Republic of the Congo,Switzerland,1
Democratic Republic of the Congo,Tunisia,1
Democratic Republic of the Congo,Uganda,1
Democratic Republic of the Congo,United Kingdom,3
Democratic Republic of the Congo,United States,5
Democratic Republic of the Congo,Vietnam,2
Democratic Republic of the Congo,Zambia,1
Denmark,Ecuador,1
Denmark,Egypt,14
Denmark,Estonia,18
Denmark,Ethiopia,3
Denmark,Faroe Islands,2
Denmark,Fiji,1
Denmark,Finland,218
Denmark,France,234
Denmark,Georgia,1
Denmark,Germany,745
Denmark,Ghana,2
Denmark,Greece,101
Denmark,Greenland,3
Denmark,Hungary,22
Denmark,Iceland,9
Denmark,India,93
Denmark,Indonesia,2
Denmark,Iran,104
Denmark,Iraq,2
Denmark,Ireland,46
Denmark,Israel,63
Denmark,Italy,261
Denmark,Japan,106
Denmark,Jordan,2
Denmark,Kazakhstan,2
Denmark,Kenya,2
Denmark,Kuwait,1
Denmark,Laos,1
Denmark,Latvia,5
Denmark,Lebanon,7
Denmark,Libya,2
Denmark,Lithuania,11
Denmark,Luxembourg,6
Denmark,Malawi,1
Denmark,Malaysia,24
Denmark,Malta,44
Denmark,Mexico,31
Denmark,Mongolia,1
Denmark,Montenegro,2
Denmark,Morocco,6
Denmark,Netherlands,470
Denmark,New Zealand,55
Denmark,Nigeria,5
Denmark,North Macedonia,1
Denmark,Norway,180
Denmark,Pakistan,46
Denmark,Palestinian Territory,1
Denmark,Paraguay,1
Denmark,Peru,6
Denmark,Philippines,1
Denmark,Poland,50
Denmark,Portugal,73
Denmark,Qatar,17
Denmark,Reunion,1
Denmark,Romania,30
Denmark,Russia,52
Denmark,Saudi Arabia,14
Denmark,Senegal,3
Denmark,Serbia,65
Denmark,Singapore,59
Denmark,Slovakia,11
Denmark,Slovenia,29
Denmark,South Africa,103
Denmark,South Korea,40
Denmark,Spain,271
Denmark,Sri Lanka,2
Denmark,Sudan,1
Denmark,Sweden,354
Denmark,Switzerland,209
Denmark,Taiwan,17
Denmark,Tanzania,1
Denmark,Thailand,8
Denmark,Tunisia,1
Denmark,Turkey,49
Denmark,Uganda,1
Denmark,Ukraine,5
Denmark,United Arab Emirates,8
Denmark,United Kingdom,739
Denmark,United States,1267
Denmark,Uruguay,1
Denmark,Vietnam,9
Denmark,Zimbabwe,4
Dominican Republic,Ecuador,1
Dominican Republic,Japan,1
Dominican Republic,Malaysia,1
Dominican Republic,Mexico,2
Dominican Republic,Norway,1
Dominican Republic,Panama,1
Dominican Republic,Peru,3
Dominican Republic,Spain,4
Dominican Republic,Switzerland,2
Dominican Republic,Turkey,1
Dominican Republic,United Kingdom,3
Dominican Republic,United States,6
Ecuador,Egypt,1
Ecuador,Estonia,1
Ecuador,Finland,1
Ecuador,France,6
Ecuador,Germany,22
Ecuador,Ghana,2
Ecuador,Iceland,1
Ecuador,India,2
Ecuador,Indonesia,3
Ecuador,Iran,2
Ecuador,Iraq,1
Ecuador,Israel,2
Ecuador,Italy,9
Ecuador,Japan,6
Ecuador,Jordan,2
Ecuador,Libya,1
Ecuador,Malaysia,3
Ecuador,Malta,1
Ecuador,Mexico,49
Ecuador,Morocco,2
Ecuador,Netherlands,7
Ecuador,New Zealand,1
Ecuador,Nigeria,2
Ecuador,Norway,2
Ecuador,Pakistan,3
Ecuador,Paraguay,1
Ecuador,Peru,10
Ecuador,Philippines,1
Ecuador,Portugal,24
Ecuador,Qatar,1
Ecuador,Romania,4
Ecuador,Russia,2
Ecuador,Serbia,1
Ecuador,Slovakia,2
Ecuador,South Korea,8
Ecuador,Spain,211
Ecuador,Sweden,4
Ecuador,Switzerland,10
Ecuador,United Kingdom,25
Ecuador,United States,58
Ecuador,Venezuela,18
Ecuador,Vietnam,2
Egypt,Estonia,9
Egypt,Ethiopia,10
Egypt,Finland,24
Egypt,France,48
Egypt,Georgia,5
Egypt,Germany,195
Egypt,Ghana,6
Egypt,Greece,79
Egypt,Guyana,1
Egypt,Hungary,42
Egypt,India,257
Egypt,Indonesia,9
Egypt,Iran,77
Egypt,Iraq,27
Egypt,Ireland,31
Egypt,Israel,6
Egypt,Italy,77
Egypt,Jamaica,1
Egypt,Japan,181
Egypt,Jordan,45
Egypt,Kazakhstan,10
Egypt,Kenya,1
Egypt,Kuwait,81
Egypt,Latvia,5
Egypt,Lebanon,17
Egypt,Liberia,1
Egypt,Libya,2
Egypt,Lithuania,6
Egypt,Luxembourg,2
Egypt,Malaysia,81
Egypt,Malta,1
Egypt,Mexico,26
Egypt,Morocco,9
Egypt,Nepal,30
Egypt,Netherlands,24
Egypt,New Zealand,14
Egypt,Nicaragua,1
Egypt,Nigeria,17
Egypt,North Korea,1
Egypt,Norway,13
Egypt,Oman,34
Egypt,Pakistan,98
Egypt,Palestinian Territory,11
Egypt,Peru,2
Egypt,Philippines,2
Egypt,Poland,48
Egypt,Portugal,18
Egypt,Qatar,36
Egypt,Romania,43
Egypt,Russia,70
Egypt,Rwanda,1
Egypt,Saint Kitts and Nevis,1
Egypt,Saudi Arabia,923
Egypt,Senegal,1
Egypt,Serbia,12
Egypt,Sierra Leone,1
Egypt,Singapore,28
Egypt,Slovakia,2
Egypt,Slovenia,5
Egypt,South Africa,21
Egypt,South Korea,126
Egypt,Spain,60
Egypt,Sri Lanka,1
Egypt,Sudan,25
Egypt,Sweden,35
Egypt,Switzerland,15
Egypt,Syria,8
Egypt,Taiwan,64
Egypt,Tanzania,1
Egypt,Thailand,16
Egypt,Tunisia,12
Egypt,Turkey,51
Egypt,Uganda,6
Egypt,Ukraine,4
Egypt,United Arab Emirates,140
Egypt,United Kingdom,309
Egypt,United States,648
Egypt,Uzbekistan,1
Egypt,Vietnam,32
Egypt,Yemen,26
Egypt,Zimbabwe,4
El Salvador,Germany,2
El Salvador,India,1
El Salvador,Pakistan,1
El Salvador,Senegal,1
El Salvador,United States,3
Estonia,Ethiopia,2
Estonia,Finland,51
Estonia,France,35
Estonia,Germany,60
Estonia,Greece,8
Estonia,Hungary,4
Estonia,India,32
Estonia,Indonesia,1
Estonia,Iran,13
Estonia,Ireland,16
Estonia,Israel,7
Estonia,Italy,51
Estonia,Jamaica,2
Estonia,Japan,9
Estonia,Jordan,2
Estonia,Kazakhstan,3
Estonia,Latvia,5
Estonia,Lithuania,4
Estonia,Luxembourg,2
Estonia,Malaysia,1
Estonia,Mexico,2
Estonia,Montenegro,1
Estonia,Mozambique,29
Estonia,Netherlands,18
Estonia,New Zealand,4
Estonia,North Macedonia,1
Estonia,Norway,10
Estonia,Oman,2
Estonia,Pakistan,13
Estonia,Philippines,1
Estonia,Poland,19
Estonia,Portugal,11
Estonia,Qatar,1
Estonia,Romania,2
Estonia,Russia,7
Estonia,Saudi Arabia,8
Estonia,Serbia,9
Estonia,Singapore,5
Estonia,Slovakia,1
Estonia,Slovenia,6
Estonia,South Africa,2
Estonia,South Korea,10
Estonia,Spain,62
Estonia,Sweden,43
Estonia,Switzerland,21
Estonia,Taiwan,9
Estonia,Tunisia,5
Estonia,Turkey,8
Estonia,Ukraine,4
Estonia,United Arab Emirates,2
Estonia,United Kingdom,82
Estonia,United States,181
Estonia,Vietnam,1
Eswatini,Lesotho,1
Eswatini,Mozambique,2
Eswatini,Nigeria,4
Eswatini,Portugal,1
Eswatini,South Africa,8
Eswatini,Sweden,1
Eswatini,Taiwan,1
Eswatini,United States,1
Eswatini,Zimbabwe,1
Ethiopia,Finland,4
Ethiopia,France,11
Ethiopia,Germany,48
Ethiopia,Ghana,2
Ethiopia,Greece,2
Ethiopia,Guyana,1
Ethiopia,India,191
Ethiopia,Indonesia,1
Ethiopia,Iran,8
Ethiopia,Iraq,13
Ethiopia,Ireland,4
Ethiopia,Israel,1
Ethiopia,Italy,22
Ethiopia,Ivory Coast,1
Ethiopia,Japan,18
Ethiopia,Jordan,1
Ethiopia,Kazakhstan,4
Ethiopia,Kenya,6
Ethiopia,Kuwait,6
Ethiopia,Lebanon,3
Ethiopia,Malawi,1
Ethiopia,Malaysia,4
Ethiopia,Mali,1
Ethiopia,Mexico,2
Ethiopia,Nepal,13
Ethiopia,Netherlands,17
Ethiopia,New Zealand,1
Ethiopia,Niger,1
Ethiopia,Nigeria,9
Ethiopia,Norway,7
Ethiopia,Oman,1
Ethiopia,Pakistan,14
Ethiopia,Peru,4
Ethiopia,Philippines,3
Ethiopia,Poland,2
Ethiopia,Portugal,5
Ethiopia,Qatar,1
Ethiopia,Romania,3
Ethiopia,Russia,7
Ethiopia,Rwanda,1
Ethiopia,Saudi Arabia,48
Ethiopia,Senegal,1
Ethiopia,Serbia,1
Ethiopia,Singapore,5
Ethiopia,South Africa,12
Ethiopia,South Korea,515
Ethiopia,Spain,8
Ethiopia,Sri Lanka,2
Ethiopia,Sudan,1
Ethiopia,Sweden,6
Ethiopia,Switzerland,12
Ethiopia,Syria,4
Ethiopia,Taiwan,9
Ethiopia,Thailand,4
Ethiopia,Togo,1
Ethiopia,Turkey,5
Ethiopia,Uganda,1
Ethiopia,United Arab Emirates,3
Ethiopia,United Kingdom,31
Ethiopia,United States,127
Ethiopia,Vietnam,10
Ethiopia,Zambia,1
Ethiopia,Zimbabwe,1
Faroe Islands,India,3
Faroe Islands,Iran,1
Faroe Islands,Pakistan,1
Faroe Islands,Saudi Arabia,1
Faroe Islands,Spain,1
Faroe Islands,Sweden,1
Faroe Islands,Turkey,1
Faroe Islands,United Kingdom,1
Faroe Islands,United States,1
Fiji,Finland,1
Fiji,France,27
Fiji,Germany,1
Fiji,Greece,1
Fiji,Hungary,1
Fiji,India,8
Fiji,Iran,4
Fiji,Italy,27
Fiji,Japan,21
Fiji,Malaysia,1
Fiji,Morocco,1
Fiji,New Zealand,6
Fiji,Norway,1
Fiji,Pakistan,2
Fiji,Saudi Arabia,1
Fiji,South Africa,3
Fiji,Sweden,1
Fiji,Taiwan,1
Fiji,Turkey,2
Fiji,United Kingdom,1
Fiji,United States,22
Fiji,Vietnam,3
Finland,France,354
Finland,French Polynesia,1
Finland,Georgia,1
Finland,Germany,584
Finland,Ghana,3
Finland,Greece,101
Finland,Guatemala,1
Finland,Honduras,1
Finland,Hungary,106
Finland,Iceland,4
Finland,India,145
Finland,Indonesia,9
Finland,Iran,99
Finland,Iraq,1
Finland,Ireland,76
Finland,Israel,50
Finland,Italy,298
Finland,Japan,207
Finland,Jordan,6
Finland,Kazakhstan,3
Finland,Kenya,11
Finland,Kuwait,3
Finland,Kyrgyzstan,1
Finland,Laos,4
Finland,Latvia,7
Finland,Lebanon,4
Finland,Lithuania,11
Finland,Luxembourg,38
Finland,Malaysia,10
Finland,Mali,1
Finland,Malta,1
Finland,Mexico,48
Finland,Montenegro,3
Finland,Morocco,11
Finland,Mozambique,1
Finland,Myanmar,1
Finland,Namibia,3
Finland,Nepal,5
Finland,Netherlands,424
Finland,New Zealand,61
Finland,Nigeria,9
Finland,North Macedonia,3
Finland,Norway,121
Finland,Oman,1
Finland,Pakistan,198
Finland,Palestinian Territory,2
Finland,Papua New Guinea,1
Finland,Peru,1
Finland,Philippines,4
Finland,Poland,65
Finland,Portugal,74
Finland,Qatar,75
Finland,Reunion,1
Finland,Romania,60
Finland,Russia,128
Finland,Saudi Arabia,44
Finland,Serbia,14
Finland,Singapore,59
Finland,Slovakia,29
Finland,Slovenia,30
Finland,South Africa,24
Finland,South Korea,110
Finland,Spain,312
Finland,Sri Lanka,5
Finland,Sweden,495
Finland,Switzerland,149
Finland,Taiwan,83
Finland,Tanzania,3
Finland,Thailand,8
Finland,Tunisia,5
Finland,Turkey,77
Finland,Uganda,3
Finland,Ukraine,12
Finland,United Arab Emirates,25
Finland,United Kingdom,825
Finland,United States,1368
Finland,Uruguay,3
Finland,Vietnam,9
Finland,Zambia,1
France,French Polynesia,5
France,Gabon,1
France,Georgia,3
France,Germany,2149
France,Ghana,4
France,Greece,336
France,Guadeloupe,11
France,Guatemala,3
France,Hungary,135
France,Iceland,78
France,India,441
France,Indonesia,23
France,Iran,225
France,Iraq,10
France,Ireland,157
France,Israel,355
France,Italy,1602
France,Ivory Coast,7
France,Jamaica,8
France,Japan,560
France,Jordan,31
France,Kazakhstan,5
France,Kenya,22
France,Kosovo,1
France,Kuwait,15
France,Laos,6
France,Latvia,5
France,Lebanon,238
France,Libya,2
France,Lithuania,14
France,Luxembourg,111
France,Madagascar,9
France,Malaysia,57
France,Mali,7
France,Malta,15
France,Martinique,2
France,Mauritania,1
France,Mauritius,1
France,Mexico,230
France,Moldova,1
France,Monaco,1
France,Mongolia,6
France,Montenegro,5
France,Morocco,625
France,Mozambique,1
France,Myanmar,3
France,Nepal,7
France,Netherlands,644
France,New Caledonia,7
France,New Zealand,73
France,Niger,1
France,Nigeria,16
France,North Macedonia,6
France,Norway,247
France,Oman,12
France,Pakistan,101
France,Palestinian Territory,10
France,Panama,2
France,Papua New Guinea,1
France,Paraguay,1
France,Peru,28
France,Philippines,7
France,Poland,211
France,Portugal,261
France,Qatar,100
France,Republic of the Congo,2
France,Reunion,32
France,Romania,145
France,Russia,352
France,Saint Kitts and Nevis,1
France,Saudi Arabia,147
France,Senegal,67
France,Serbia,51
France,Singapore,255
France,Slovakia,43
France,Slovenia,52
France,South Africa,209
France,South Korea,219
France,Spain,1165
France,Sri Lanka,7
France,Sudan,3
France,Sweden,320
France,Switzerland,1367
France,Syria,22
France,Taiwan,157
France,Thailand,54
France,Togo,1
France,Trinidad and Tobago,1
France,Tunisia,440
France,Turkey,187
France,Uganda,4
France,Ukraine,99
France,United Arab Emirates,73
France,United Kingdom,2325
France,United States,5019
France,Uruguay,91
France,Uzbekistan,3
France,Vatican,1
France,Venezuela,5
France,Vietnam,174
France,Yemen,76
France,Zambia,2
France,Zimbabwe,5
French Polynesia,Germany,1
French Polynesia,Japan,1
French Polynesia,Morocco,1
French Polynesia,Nigeria,2
French Polynesia,Singapore,4
French Polynesia,South Korea,1
French Polynesia,Spain,1
French Polynesia,United Kingdom,1
French Polynesia,United States,1
Gabon,Germany,3
Gabon,Italy,1
Gabon,Netherlands,45
Gabon,Nigeria,2
Gabon,South Korea,1
Gabon,Switzerland,2
Gabon,United Kingdom,2
Gabon,United States,5
Gambia,Nigeria,1
Gambia,Norway,1
Gambia,United Kingdom,1
Georgia,Germany,4
Georgia,Ghana,1
Georgia,Greece,8
Georgia,Hungary,1
Georgia,India,26
Georgia,Indonesia,2
Georgia,Iran,84
Georgia,Iraq,4
Georgia,Ireland,2
Georgia,Italy,6
Georgia,Japan,2
Georgia,Kazakhstan,2
Georgia,Kyrgyzstan,1
Georgia,Madagascar,1
Georgia,Malaysia,22
Georgia,Mexico,4
Georgia,Netherlands,4
Georgia,Nigeria,2
Georgia,Norway,2
Georgia,Oman,3
Georgia,Pakistan,2
Georgia,Peru,2
Georgia,Philippines,1
Georgia,Poland,1
Georgia,Portugal,2
Georgia,Romania,5
Georgia,Russia,2
Georgia,Saudi Arabia,5
Georgia,Serbia,2
Georgia,Singapore,1
Georgia,South Korea,13
Georgia,Spain,5
Georgia,Sweden,2
Georgia,Switzerland,3
Georgia,Taiwan,2
Georgia,Thailand,1
Georgia,Turkey,8
Georgia,Ukraine,5
Georgia,United Arab Emirates,11
Georgia,United Kingdom,11
Georgia,United States,29
Georgia,Vietnam,27
Georgia,Yemen,1
Germany,Ghana,21
Germany,Greece,460
Germany,Greenland,1
Germany,Grenada,1
Germany,Guadeloupe,3
Germany,Guatemala,1
Germany,Guinea,1
Germany,Guyana,1
Germany,Honduras,2
Germany,Hungary,335
Germany,Iceland,57
Germany,India,662
Germany,Indonesia,56
Germany,Iran,475
Germany,Iraq,12
Germany,Ireland,327
Germany,Israel,462
Germany,Italy,1806
Germany,Ivory Coast,4
Germany,Jamaica,6
Germany,Japan,1068
Germany,Jordan,34
Germany,Kazakhstan,9
Germany,Kenya,26
Germany,Kuwait,12
Germany,Laos,2
Germany,Latvia,14
Germany,Lebanon,30
Germany,Libya,4
Germany,Liechtenstein,4
Germany,Lithuania,36
Germany,Luxembourg,131
Germany,Malawi,1
Germany,Malaysia,69
Germany,Mali,5
Germany,Malta,14
Germany,Mexico,158
Germany,Moldova,1
Germany,Monaco,1
Germany,Mongolia,3
Germany,Montenegro,4
Germany,Morocco,24
Germany,Mozambique,11
Germany,Myanmar,1
Germany,Namibia,4
Germany,Nepal,9
Germany,Netherlands,1822
Germany,New Caledonia,1
Germany,New Zealand,176
Germany,Niger,1
Germany,Nigeria,43
Germany,North Korea,3
Germany,North Macedonia,10
Germany,Norway,526
Germany,Oman,7
Germany,Pakistan,163
Germany,Palestinian Territory,14
Germany,Panama,9
Germany,Papua New Guinea,1
Germany,Peru,16
Germany,Philippines,16
Germany,Poland,456
Germany,Portugal,299
Germany,Qatar,21
Germany,Reunion,4
Germany,Romania,226
Germany,Russia,646
Germany,Saint Kitts and Nevis,5
Germany,Saudi Arabia,142
Germany,Senegal,5
Germany,Serbia,102
Germany,Singapore,408
Germany,Slovakia,98
Germany,Slovenia,132
Germany,South Africa,310
Germany,South Korea,537
Germany,Spain,1321
Germany,Sri Lanka,11
Germany,Sudan,4
Germany,Svalbard and Jan Mayen,2
Germany,Sweden,852
Germany,Switzerland,2336
Germany,Syria,3
Germany,Taiwan,183
Germany,Tanzania,8
Germany,Thailand,56
Germany,Togo,4
Germany,Trinidad and Tobago,1
Germany,Tunisia,36
Germany,Turkey,246
Germany,Uganda,7
Germany,Ukraine,63
Germany,United Arab Emirates,64
Germany,United Kingdom,4538
Germany,United States,9862
Germany,Uruguay,10
Germany,Uzbekistan,5
Germany,Venezuela,5
Germany,Vietnam,86
Germany,Yemen,3
Germany,Zambia,3
Germany,Zimbabwe,14
Ghana,Greece,5
Ghana,Guyana,1
Ghana,Hungary,1
Ghana,India,43
Ghana,Indonesia,2
Ghana,Iran,1
Ghana,Iraq,2
Ghana,Ireland,2
Ghana,Italy,4
Ghana,Ivory Coast,1
Ghana,Japan,14
Ghana,Kazakhstan,2
Ghana,Kenya,4
Ghana,Kuwait,5
Ghana,Lithuania,1
Ghana,Luxembourg,1
Ghana,Malaysia,4
Ghana,Mali,1
Ghana,Mexico,2
Ghana,Morocco,1
Ghana,Mozambique,1
Ghana,Myanmar,1
Ghana,Namibia,1
Ghana,Netherlands,10
Ghana,New Zealand,1
Ghana,Nigeria,14
Ghana,Norway,2
Ghana,Oman,2
Ghana,Pakistan,11
Ghana,Peru,3
Ghana,Philippines,2
Ghana,Poland,1
Ghana,Portugal,1
Ghana,Qatar,14
Ghana,Romania,2
Ghana,Russia,1
Ghana,Rwanda,1
Ghana,Saudi Arabia,26
Ghana,Serbia,2
Ghana,Singapore,4
Ghana,Slovakia,1
Ghana,South Africa,17
Ghana,South Korea,7
Ghana,Spain,4
Ghana,Sri Lanka,5
Ghana,Sweden,3
Ghana,Switzerland,4
Ghana,Taiwan,30
Ghana,Tanzania,5
Ghana,Thailand,2
Ghana,Togo,2
Ghana,Turkey,2
Ghana,Uganda,2
Ghana,Ukraine,1
Ghana,United Arab Emirates,5
Ghana,United Kingdom,33
Ghana,United States,77
Ghana,Vietnam,17
Ghana,Yemen,1
Ghana,Zambia,3
Greece,Hungary,42
Greece,India,104
Greece,Indonesia,5
Greece,Iran,48
Greece,Iraq,5
Greece,Ireland,48
Greece,Israel,47
Greece,Italy,314
Greece,Japan,91
Greece,Jordan,9
Greece,Kazakhstan,4
Greece,Kenya,1
Greece,Kuwait,1
Greece,Laos,3
Greece,Latvia,2
Greece,Lebanon,13
Greece,Libya,3
Greece,Lithuania,10
Greece,Luxembourg,17
Greece,Malaysia,18
Greece,Mali,5
Greece,Malta,15
Greece,Mexico,18
Greece,Moldova,1
Greece,Monaco,1
Greece,Montenegro,25
Greece,Morocco,3
Greece,Mozambique,3
Greece,Myanmar,1
Greece,Nepal,2
Greece,Netherlands,171
Greece,New Zealand,11
Greece,Nigeria,8
Greece,North Macedonia,4
Greece,Norway,55
Greece,Oman,2
Greece,Pakistan,21
Greece,Peru,4
Greece,Philippines,3
Greece,Poland,63
Greece,Portugal,66
Greece,Qatar,11
Greece,Romania,41
Greece,Russia,56
Greece,Saudi Arabia,37
Greece,Senegal,1
Greece,Serbia,47
Greece,Singapore,41
Greece,Slovakia,60
Greece,Slovenia,38
Greece,South Africa,49
Greece,South Korea,31
Greece,Spain,245
Greece,Sri Lanka,2
Greece,Sweden,149
Greece,Switzerland,143
Greece,Syria,1
Greece,Taiwan,18
Greece,Thailand,9
Greece,Tunisia,2
Greece,Turkey,85
Greece,Uganda,1
Greece,Ukraine,8
Greece,United Arab Emirates,35
Greece,United Kingdom,927
Greece,United States,1070
Greece,Uruguay,3
Greece,Uzbekistan,3
Greece,Venezuela,1
Greece,Vietnam,34
Greece,Zimbabwe,3
Greenland,Iceland,1
Greenland,Sweden,1
Greenland,United Kingdom,1
Greenland,United States,1
Grenada,Iran,2
Grenada,Malaysia,3
Grenada,Papua New Guinea,2
Grenada,Thailand,1
Grenada,United Kingdom,6
Grenada,United States,9
Guadeloupe,Hungary,1
Guadeloupe,Ireland,2
Guadeloupe,Norway,2
Guadeloupe,Portugal,3
Guadeloupe,Spain,3
Guadeloupe,United Kingdom,4
Guadeloupe,United States,4
Guatemala,Italy,2
Guatemala,Kenya,1
Guatemala,Mexico,26
Guatemala,New Zealand,1
Guatemala,Norway,1
Guatemala,Russia,1
Guatemala,Spain,1
Guatemala,Sweden,1
Guatemala,Switzerland,1
Guatemala,Taiwan,1
Guatemala,United Kingdom,1
Guatemala,United States,6
Guatemala,Zimbabwe,1
Guinea,Ivory Coast,1
Guinea,Japan,1
Guinea,Lebanon,1
Guinea,Mali,1
Guinea,Morocco,1
Guinea,Pakistan,1
Guinea,Papua New Guinea,1
Guinea,Senegal,1
Guinea,Togo,1
Guinea,United States,1
Guinea-Bissau,United States,2
Guyana,India,1
Guyana,Iran,1
Guyana,Iraq,1
Guyana,Ireland,1
Guyana,Italy,1
Guyana,Malaysia,1
Guyana,Mexico,1
Guyana,Netherlands,1
Guyana,New Zealand,1
Guyana,Nigeria,1
Guyana,Pakistan,1
Guyana,Poland,1
Guyana,Portugal,1
Guyana,Romania,1
Guyana,Saudi Arabia,1
Guyana,Serbia,1
Guyana,South Africa,1
Guyana,Sri Lanka,1
Guyana,Taiwan,1
Guyana,United Arab Emirates,1
Guyana,United Kingdom,1
Guyana,United States,1
